0,1,2,3,4,5
2025-07-05 04:30:00,16.70,0.12,17.6,0.14,20.2
2025-07-05 04:45:00,16.09,0.13,17.4,0.14,20.0
2025-07-05 05:00:00,15.52,0.13,17.2,0.14,19.9
2025-07-05 05:15:00,14.64,0.13,16.9,0.14,19.7
2025-07-05 05:30:00,14.23,0.13,16.8,0.14,19.5
2025-07-05 05:45:00,14.14,0.12,16.6,0.14,19.3
2025-07-05 06:00:00,14.03,0.12,16.5,0.14,19.2
2025-07-05 06:15:00,14.07,0.12,16.3,0.14,19.0
2025-07-05 06:30:00,14.24,0.12,16.2,0.14,18.8
2025-07-05 06:45:00,14.49,0.12,16.3,0.14,18.8
2025-07-05 07:00:00,14.92,0.12,16.3,0.14,18.6
2025-07-05 07:15:00,15.33,0.13,16.3,0.14,18.5
2025-07-05 07:30:00,15.81,0.13,16.3,0.14,18.5
2025-07-05 07:45:00,16.28,0.12,16.5,0.14,18.5
2025-07-05 08:00:00,16.89,0.13,16.7,0.14,18.4
2025-07-05 08:15:00,17.56,0.12,16.9,0.14,18.4
2025-07-05 08:30:00,18.34,0.13,17.1,0.14,18.4
2025-07-05 08:45:00,18.78,0.12,17.3,0.14,18.5
2025-07-05 09:00:00,19.25,0.13,17.5,0.14,18.5
2025-07-05 09:15:00,19.51,0.12,17.8,0.14,18.6
2025-07-05 09:30:00,19.81,0.13,18.1,0.14,18.8
2025-07-05 09:45:00,20.02,0.12,18.4,0.14,19.0
2025-07-05 10:00:00,20.31,0.12,18.6,0.14,19.4
2025-07-05 10:15:00,20.67,0.13,19.0,0.14,19.7
2025-07-05 10:30:00,20.70,0.12,19.3,0.14,20.1
2025-07-05 10:45:00,20.79,0.13,19.8,0.14,20.6
2025-07-05 11:00:00,20.89,0.12,20.4,0.14,21.0
2025-07-05 11:15:00,20.92,0.12,20.9,0.14,21.5
2025-07-05 11:30:00,21.00,0.12,21.4,0.14,22.0
2025-07-05 11:45:00,21.14,0.12,21.5,0.14,22.3
2025-07-05 12:00:00,21.31,0.12,21.7,0.14,22.7
2025-07-05 12:15:00,21.24,0.12,22.0,0.14,23.2
2025-07-05 12:30:00,21.36,0.12,22.3,0.14,23.4
2025-07-05 12:45:00,21.62,0.12,22.9,0.14,23.9
2025-07-05 13:00:00,21.59,0.12,23.7,0.14,24.2
2025-07-05 13:15:00,21.83,0.12,24.6,0.14,24.6
2025-07-05 13:30:00,21.68,0.13,24.8,0.14,25.0
2025-07-05 13:45:00,21.55,0.12,24.8,0.14,25.3
2025-07-05 14:00:00,22.10,0.13,25.4,0.14,25.6
2025-07-05 14:15:00,22.20,0.12,25.8,0.14,26.1
2025-07-05 14:30:00,22.25,0.12,26.4,0.14,26.4
2025-07-05 14:45:00,22.34,0.12,26.9,0.15,26.8
2025-07-05 15:00:00,22.45,0.12,27.2,0.15,27.2
2025-07-05 15:15:00,22.38,0.12,26.8,0.15,27.6
2025-07-05 15:30:00,22.31,0.12,26.8,0.15,27.8
2025-07-05 15:45:00,22.46,0.13,26.5,0.15,28.1
2025-07-05 16:00:00,22.64,0.12,26.3,0.15,28.2
2025-07-05 16:15:00,22.71,0.12,25.8,0.15,28.4
2025-07-05 16:30:00,22.73,0.12,25.6,0.15,28.5
2025-07-05 16:45:00,22.76,0.12,25.4,0.14,28.6
2025-07-05 17:00:00,22.59,0.12,25.2,0.14,28.6
2025-07-05 17:15:00,22.44,0.12,24.7,0.14,28.4
2025-07-05 17:30:00,22.50,0.12,24.4,0.14,28.2
2025-07-05 17:45:00,22.37,0.12,23.9,0.14,28.0
2025-07-05 18:00:00,22.14,0.12,23.8,0.14,27.8
2025-07-05 18:15:00,21.71,0.12,23.4,0.14,27.6
2025-07-05 18:30:00,21.47,0.12,23.0,0.14,27.4
2025-07-05 18:45:00,21.36,0.12,22.7,0.14,27.0
2025-07-05 19:00:00,21.15,0.12,22.5,0.14,26.7
2025-07-05 19:15:00,20.96,0.12,22.3,0.14,26.2
2025-07-05 19:30:00,20.46,0.12,21.9,0.14,25.9
2025-07-05 19:45:00,19.46,0.12,21.4,0.14,25.6
2025-07-05 20:00:00,19.70,0.12,21.1,0.14,25.2
2025-07-05 20:15:00,18.98,0.12,20.8,0.14,24.6
2025-07-05 20:30:00,17.84,0.12,20.4,0.14,24.4
2025-07-05 20:45:00,17.67,0.12,20.2,0.14,24.2
2025-07-05 21:00:00,17.62,0.12,20.0,0.14,23.8
2025-07-05 21:15:00,16.73,0.12,19.8,0.14,23.4
2025-07-05 21:30:00,16.07,0.12,19.4,0.14,23.2
2025-07-05 21:45:00,15.45,0.12,19.2,0.13,23.0
2025-07-05 22:00:00,15.67,0.12,18.9,0.14,22.6
2025-07-05 22:15:00,16.15,0.12,18.7,0.13,22.4
2025-07-05 22:30:00,15.20,0.12,18.5,0.14,22.2
2025-07-05 22:45:00,15.29,0.12,18.2,0.13,22.0
2025-07-05 23:00:00,15.85,0.12,18.0,0.14,21.6
2025-07-05 23:15:00,15.84,0.12,18.0,0.14,21.5
2025-07-05 23:30:00,15.96,0.12,17.9,0.14,21.2
2025-07-05 23:45:00,15.98,0.12,17.7,0.13,21.0
2025-07-06 00:00:00,15.63,0.12,17.5,0.13,20.9
2025-07-06 00:15:00,14.93,0.12,17.4,0.14,20.7
2025-07-06 00:30:00,14.13,0.12,17.2,0.13,20.5
2025-07-06 00:45:00,13.41,0.12,17.0,0.13,20.3
2025-07-06 01:00:00,12.97,0.12,16.9,0.13,20.2
2025-07-06 01:15:00,12.70,0.11,16.8,0.13,20.0
2025-07-06 01:30:00,12.52,0.12,16.6,0.13,19.9
2025-07-06 01:45:00,12.49,0.12,16.4,0.14,19.6
2025-07-06 02:00:00,12.44,0.12,16.2,0.13,19.5
2025-07-06 02:15:00,11.93,0.12,16.1,0.13,19.3
2025-07-06 02:30:00,11.86,0.11,16.0,0.13,19.2
2025-07-06 02:45:00,11.53,0.11,15.8,0.13,19.0
2025-07-06 03:00:00,11.08,0.12,15.6,0.13,19.0
2025-07-06 03:15:00,10.75,0.11,15.4,0.13,18.8
2025-07-06 03:30:00,10.68,0.12,15.3,0.13,18.6
2025-07-06 03:45:00,10.83,0.12,15.3,0.13,18.4
2025-07-06 04:00:00,11.22,0.12,15.2,0.13,18.3
2025-07-06 04:15:00,11.86,0.12,15.2,0.13,18.2
2025-07-06 04:30:00,12.02,0.12,15.2,0.13,18.0
2025-07-06 04:45:00,11.68,0.12,15.1,0.13,18.0
2025-07-06 05:00:00,11.47,0.11,15.1,0.13,18.0
2025-07-06 05:15:00,11.83,0.12,15.0,0.13,17.8
2025-07-06 05:30:00,12.05,0.11,15.0,0.13,17.6
2025-07-06 05:45:00,11.98,0.12,15.0,0.13,17.6
2025-07-06 06:00:00,12.12,0.12,14.9,0.13,17.6
2025-07-06 06:15:00,12.02,0.11,14.9,0.13,17.5
2025-07-06 06:30:00,11.89,0.11,14.9,0.13,17.4
2025-07-06 06:45:00,11.92,0.11,15.0,0.13,17.4
2025-07-06 07:00:00,12.13,0.12,15.0,0.13,17.2
2025-07-06 07:15:00,12.19,0.12,15.0,0.13,17.2
2025-07-06 07:30:00,12.27,0.11,15.1,0.13,17.2
2025-07-06 07:45:00,12.67,0.11,15.1,0.13,17.2
2025-07-06 08:00:00,13.04,0.11,15.4,0.13,17.2
2025-07-06 08:15:00,13.24,0.11,15.5,0.13,17.2
2025-07-06 08:30:00,14.24,0.12,15.8,0.13,17.4
2025-07-06 08:45:00,14.96,0.12,16.1,0.13,17.4
2025-07-06 09:00:00,15.17,0.11,16.4,0.13,17.5
2025-07-06 09:15:00,15.46,0.12,16.6,0.13,17.7
2025-07-06 09:30:00,15.83,0.12,16.7,0.13,17.8
2025-07-06 09:45:00,16.30,0.12,17.0,0.13,18.0
2025-07-06 10:00:00,17.15,0.12,17.5,0.13,18.2
2025-07-06 10:15:00,17.80,0.12,17.8,0.13,18.5
2025-07-06 10:30:00,18.11,0.12,18.2,0.13,18.8
2025-07-06 10:45:00,18.27,0.12,18.6,0.13,19.2
2025-07-06 11:00:00,19.44,0.12,19.2,0.13,19.6
2025-07-06 11:15:00,19.56,0.11,19.5,0.13,20.0
2025-07-06 11:30:00,18.88,0.12,19.7,0.14,20.3
2025-07-06 11:45:00,19.26,0.12,19.8,0.13,20.5
2025-07-06 12:00:00,20.29,0.12,20.6,0.13,20.8
2025-07-06 12:15:00,20.52,0.11,21.0,0.14,21.4
2025-07-06 12:30:00,20.84,0.11,21.4,0.14,21.6
2025-07-06 12:45:00,21.05,0.11,21.8,0.14,22.1
2025-07-06 13:00:00,20.05,0.12,21.6,0.14,22.4
2025-07-06 13:15:00,20.17,0.12,21.7,0.14,22.6
2025-07-06 13:30:00,20.45,0.12,21.8,0.14,22.7
2025-07-06 13:45:00,20.38,0.12,21.8,0.13,22.9
2025-07-06 14:00:00,20.07,0.11,22.0,0.14,23.0
2025-07-06 14:15:00,20.43,0.12,22.4,0.14,23.3
2025-07-06 14:30:00,20.46,0.12,22.5,0.14,23.4
2025-07-06 14:45:00,19.63,0.12,22.0,0.14,23.5
2025-07-06 15:00:00,20.11,0.12,22.0,0.13,23.5
2025-07-06 15:15:00,19.92,0.12,21.8,0.14,23.6
2025-07-06 15:30:00,19.79,0.12,21.7,0.14,23.5
2025-07-06 15:45:00,20.38,0.12,21.8,0.13,23.5
2025-07-06 16:00:00,20.39,0.12,21.9,0.13,23.6
2025-07-06 16:15:00,20.56,0.12,21.9,0.14,23.6
2025-07-06 16:30:00,20.63,0.12,21.8,0.14,23.7
2025-07-06 16:45:00,20.49,0.12,21.6,0.14,23.7
2025-07-06 17:00:00,20.37,0.11,21.5,0.13,23.7
2025-07-06 17:15:00,20.19,0.12,21.5,0.13,23.6
2025-07-06 17:30:00,20.61,0.12,21.5,0.13,23.6
2025-07-06 17:45:00,20.06,0.11,21.3,0.14,23.8
2025-07-06 18:00:00,20.15,0.12,21.2,0.14,23.8
2025-07-06 18:15:00,20.18,0.12,21.2,0.13,23.6
2025-07-06 18:30:00,20.05,0.11,21.1,0.13,23.6
2025-07-06 18:45:00,19.66,0.11,20.9,0.13,23.4
2025-07-06 19:00:00,19.31,0.12,20.7,0.13,23.4
2025-07-06 19:15:00,18.99,0.12,20.5,0.13,23.0
2025-07-06 19:30:00,18.81,0.11,20.3,0.13,23.0
2025-07-06 19:45:00,18.46,0.11,20.0,0.13,22.8
2025-07-06 20:00:00,18.15,0.11,19.8,0.13,22.6
2025-07-06 20:15:00,17.90,0.11,19.5,0.13,22.5
2025-07-06 20:30:00,17.67,0.11,19.3,0.13,22.2
2025-07-06 20:45:00,17.64,0.11,19.1,0.13,21.9
2025-07-06 21:00:00,17.59,0.11,18.9,0.13,21.8
2025-07-06 21:15:00,17.29,0.11,18.8,0.13,21.6
2025-07-06 21:30:00,17.12,0.11,18.7,0.13,21.4
2025-07-06 21:45:00,16.63,0.11,18.4,0.13,21.3
2025-07-06 22:00:00,15.98,0.12,18.1,0.13,21.1
2025-07-06 22:15:00,15.15,0.11,17.8,0.13,20.8
2025-07-06 22:30:00,14.04,0.11,17.4,0.13,20.6
2025-07-06 22:45:00,13.24,0.11,17.2,0.13,20.4
2025-07-06 23:00:00,12.79,0.11,16.9,0.13,20.2
2025-07-06 23:15:00,12.58,0.12,16.6,0.13,19.8
2025-07-06 23:30:00,12.53,0.11,16.4,0.13,19.7
2025-07-06 23:45:00,13.22,0.11,16.2,0.13,19.4
2025-07-07 00:00:00,13.56,0.11,16.2,0.13,19.3
2025-07-07 00:15:00,13.19,0.12,16.1,0.13,19.1
2025-07-07 00:30:00,12.64,0.11,15.8,0.13,19.0
2025-07-07 00:45:00,11.92,0.11,15.6,0.13,18.8
2025-07-07 01:00:00,11.57,0.11,15.4,0.13,18.6
2025-07-07 01:15:00,11.18,0.11,15.2,0.13,18.4
2025-07-07 01:30:00,10.68,0.11,14.9,0.13,18.2
2025-07-07 01:45:00,10.33,0.11,14.8,0.13,18.2
2025-07-07 02:00:00,10.13,0.11,14.6,0.13,17.8
2025-07-07 02:15:00,10.68,0.11,14.6,0.13,17.8
2025-07-07 02:30:00,11.73,0.11,14.7,0.13,17.7
2025-07-07 02:45:00,12.18,0.11,14.8,0.13,17.5
2025-07-07 03:00:00,12.57,0.11,14.9,0.13,17.5
2025-07-07 03:15:00,13.10,0.11,15.0,0.13,17.5
2025-07-07 03:30:00,13.30,0.11,15.0,0.13,17.5
2025-07-07 03:45:00,13.19,0.11,15.1,0.13,17.4
2025-07-07 04:00:00,13.05,0.11,15.0,0.13,17.4
2025-07-07 04:15:00,12.96,0.11,15.1,0.13,17.4
2025-07-07 04:30:00,12.93,0.11,15.1,0.13,17.2
2025-07-07 04:45:00,13.01,0.11,15.1,0.13,17.2
2025-07-07 05:00:00,13.13,0.11,15.1,0.13,17.2
2025-07-07 05:15:00,13.17,0.11,15.1,0.13,17.2
2025-07-07 05:30:00,13.06,0.11,15.1,0.13,17.2
2025-07-07 05:45:00,12.90,0.11,15.1,0.13,17.1
2025-07-07 06:00:00,12.94,0.11,15.1,0.13,17.1
2025-07-07 06:15:00,13.08,0.11,15.1,0.13,17.0
2025-07-07 06:30:00,13.23,0.11,15.1,0.12,16.9
2025-07-07 06:45:00,13.38,0.11,15.1,0.13,16.9
2025-07-07 07:00:00,13.53,0.11,15.2,0.12,16.9
2025-07-07 07:15:00,13.64,0.11,15.2,0.13,16.9
2025-07-07 07:30:00,13.64,0.11,15.3,0.13,16.9
2025-07-07 07:45:00,13.82,0.11,15.4,0.13,16.9
2025-07-07 08:00:00,14.15,0.11,15.5,0.13,16.9
2025-07-07 08:15:00,14.20,0.11,15.6,0.13,17.0
2025-07-07 08:30:00,14.27,0.11,15.6,0.13,17.0
2025-07-07 08:45:00,14.81,0.11,15.8,0.13,17.0
2025-07-07 09:00:00,15.28,0.11,16.1,0.13,17.0
2025-07-07 09:15:00,14.95,0.11,16.0,0.13,17.2
2025-07-07 09:30:00,14.64,0.11,16.0,0.13,17.2
2025-07-07 09:45:00,14.37,0.11,15.8,0.13,17.2
2025-07-07 10:00:00,14.12,0.11,15.8,0.13,17.2
2025-07-07 10:15:00,13.82,0.11,15.6,0.13,17.1
2025-07-07 10:30:00,13.70,0.11,15.5,0.13,17.1
2025-07-07 10:45:00,13.85,0.11,15.5,0.13,16.9
2025-07-07 11:00:00,14.05,0.11,15.6,0.13,16.9
2025-07-07 11:15:00,14.46,0.11,15.8,0.13,16.9
2025-07-07 11:30:00,15.19,0.11,16.3,0.13,17.0
2025-07-07 11:45:00,15.81,0.11,16.6,0.13,17.2
2025-07-07 12:00:00,16.20,0.11,17.0,0.13,17.5
2025-07-07 12:15:00,17.03,0.11,17.6,0.13,17.8
2025-07-07 12:30:00,17.23,0.12,18.1,0.13,18.4
2025-07-07 12:45:00,17.40,0.11,18.3,0.13,18.6
2025-07-07 13:00:00,17.44,0.12,18.4,0.13,19.0
2025-07-07 13:15:00,17.98,0.12,18.9,0.13,19.2
2025-07-07 13:30:00,18.12,0.12,19.3,0.13,19.6
2025-07-07 13:45:00,18.39,0.12,19.8,0.13,19.9
2025-07-07 14:00:00,18.57,0.12,19.9,0.13,20.3
2025-07-07 14:15:00,18.02,0.12,19.5,0.13,20.5
2025-07-07 14:30:00,17.70,0.12,19.3,0.13,20.5
2025-07-07 14:45:00,17.82,0.12,19.1,0.13,20.4
2025-07-07 15:00:00,17.46,0.12,18.8,0.13,20.4
2025-07-07 15:15:00,17.22,0.12,18.7,0.13,20.1
2025-07-07 15:30:00,17.82,0.12,18.9,0.14,20.1
2025-07-07 15:45:00,18.52,0.12,19.4,0.14,20.2
2025-07-07 16:00:00,18.35,0.12,19.6,0.14,20.5
2025-07-07 16:15:00,17.97,0.12,19.6,0.14,20.7
2025-07-07 16:30:00,17.07,0.12,19.2,0.14,20.6
2025-07-07 16:45:00,17.06,0.12,19.0,0.13,20.5
2025-07-07 17:00:00,16.79,0.12,18.6,0.14,20.3
2025-07-07 17:15:00,16.96,0.12,18.5,0.14,20.0
2025-07-07 17:30:00,16.81,0.12,18.3,0.13,19.9
2025-07-07 17:45:00,16.73,0.12,18.2,0.13,19.7
2025-07-07 18:00:00,16.55,0.12,18.1,0.13,19.5
2025-07-07 18:15:00,15.92,0.12,17.8,0.13,19.4
2025-07-07 18:30:00,15.59,0.12,17.5,0.13,19.2
2025-07-07 18:45:00,15.59,0.12,17.3,0.13,19.0
2025-07-07 19:00:00,15.67,0.12,17.2,0.14,18.8
2025-07-07 19:15:00,15.79,0.12,17.2,0.13,18.7
2025-07-07 19:30:00,15.70,0.12,17.1,0.14,18.5
2025-07-07 19:45:00,15.98,0.12,17.1,0.14,18.5
2025-07-07 20:00:00,16.01,0.12,17.0,0.13,18.3
2025-07-07 20:15:00,16.38,0.12,17.0,0.13,18.3
2025-07-07 20:30:00,16.29,0.12,16.9,0.13,18.2
2025-07-07 20:45:00,15.89,0.12,16.8,0.13,18.0
2025-07-07 21:00:00,15.58,0.12,16.7,0.13,17.8
2025-07-07 21:15:00,15.24,0.12,16.4,0.13,17.8
2025-07-07 21:30:00,14.44,0.12,16.2,0.14,17.6
2025-07-07 21:45:00,13.60,0.12,16.1,0.13,17.4
2025-07-07 22:00:00,12.88,0.12,15.7,0.13,17.2
2025-07-07 22:15:00,12.73,0.12,15.5,0.13,17.0
2025-07-07 22:30:00,12.08,0.12,15.2,0.13,16.8
2025-07-07 22:45:00,11.61,0.12,15.0,0.13,16.6
2025-07-07 23:00:00,11.40,0.12,14.8,0.13,16.6
2025-07-07 23:15:00,11.54,0.12,14.6,0.13,16.4
2025-07-07 23:30:00,11.41,0.12,14.3,0.13,16.2
2025-07-07 23:45:00,10.94,0.12,14.2,0.13,16.0
2025-07-08 00:00:00,10.85,0.12,13.9,0.13,15.9
2025-07-08 00:15:00,10.81,0.12,13.7,0.13,15.8
2025-07-08 00:30:00,10.55,0.12,13.6,0.13,15.5
2025-07-08 00:45:00,10.32,0.12,13.4,0.13,15.4
2025-07-08 01:00:00,10.86,0.12,13.4,0.13,15.2
2025-07-08 01:15:00,11.09,0.12,13.3,0.13,15.1
2025-07-08 01:30:00,10.87,0.12,13.2,0.13,15.0
2025-07-08 01:45:00,10.77,0.12,13.2,0.13,14.9
2025-07-08 02:00:00,10.60,0.12,13.2,0.13,14.8
2025-07-08 02:15:00,10.57,0.12,13.1,0.13,14.6
2025-07-08 02:30:00,10.45,0.12,13.1,0.13,14.6
2025-07-08 02:45:00,10.17,0.12,13.0,0.13,14.5
2025-07-08 03:00:00,9.61,0.12,12.8,0.13,14.4
2025-07-08 03:15:00,9.72,0.12,12.7,0.13,14.2
2025-07-08 03:30:00,10.08,0.12,12.7,0.13,14.2
2025-07-08 03:45:00,9.85,0.12,12.6,0.13,14.2
2025-07-08 04:00:00,10.21,0.12,12.5,0.13,14.0
2025-07-08 04:15:00,9.91,0.12,12.5,0.13,14.0
2025-07-08 04:30:00,10.03,0.12,12.5,0.13,13.8
2025-07-08 04:45:00,10.06,0.12,12.5,0.13,13.9
2025-07-08 05:00:00,10.24,0.12,12.5,0.13,13.8
2025-07-08 05:15:00,10.23,0.12,12.5,0.13,13.7
2025-07-08 05:30:00,10.25,0.12,12.4,0.13,13.6
2025-07-08 05:45:00,10.15,0.12,12.4,0.13,13.6
2025-07-08 06:00:00,10.43,0.12,12.4,0.13,13.6
2025-07-08 06:15:00,11.04,0.12,12.5,0.13,13.4
2025-07-08 06:30:00,11.42,0.12,12.6,0.13,13.4
2025-07-08 06:45:00,11.68,0.12,12.7,0.13,13.4
2025-07-08 07:00:00,11.95,0.12,12.8,0.13,13.4
2025-07-08 07:15:00,12.42,0.12,12.9,0.13,13.6
2025-07-08 07:30:00,12.82,0.12,13.1,0.13,13.6
2025-07-08 07:45:00,13.19,0.12,13.3,0.13,13.6
2025-07-08 08:00:00,13.62,0.12,13.4,0.13,13.6
2025-07-08 08:15:00,14.38,0.12,13.7,0.13,13.8
2025-07-08 08:30:00,14.97,0.12,13.9,0.13,14.0
2025-07-08 08:45:00,15.67,0.12,14.2,0.13,14.1
2025-07-08 09:00:00,16.31,0.12,14.6,0.13,14.3
2025-07-08 09:15:00,16.90,0.12,14.9,0.13,14.6
2025-07-08 09:30:00,17.62,0.12,15.3,0.13,14.8
2025-07-08 09:45:00,18.28,0.12,15.7,0.13,15.1
2025-07-08 10:00:00,18.81,0.12,16.3,0.13,15.5
2025-07-08 10:15:00,19.32,0.12,16.6,0.13,16.0
2025-07-08 10:30:00,19.80,0.12,17.1,0.13,16.4
2025-07-08 10:45:00,20.21,0.12,17.5,0.13,16.8
2025-07-08 11:00:00,20.77,0.12,18.1,0.14,17.3
2025-07-08 11:15:00,21.22,0.13,18.7,0.14,17.8
2025-07-08 11:30:00,21.56,0.13,19.3,0.14,18.3
2025-07-08 11:45:00,21.91,0.12,19.8,0.14,18.8
2025-07-08 12:00:00,22.11,0.12,20.1,0.14,19.2
2025-07-08 12:15:00,22.50,0.13,20.4,0.14,19.6
2025-07-08 12:30:00,22.51,0.12,20.9,0.14,20.2
2025-07-08 12:45:00,22.87,0.13,21.4,0.14,20.4
2025-07-08 13:00:00,23.08,0.13,22.1,0.14,20.8
2025-07-08 13:15:00,23.04,0.12,22.7,0.14,21.2
2025-07-08 13:30:00,23.03,0.13,23.0,0.14,21.6
2025-07-08 13:45:00,23.55,0.12,23.6,0.14,22.1
2025-07-08 14:00:00,23.56,0.13,24.0,0.14,22.5
2025-07-08 14:15:00,23.80,0.13,24.3,0.14,23.0
2025-07-08 14:30:00,23.98,0.12,24.6,0.14,23.2
2025-07-08 14:45:00,24.13,0.12,24.9,0.14,23.8
2025-07-08 15:00:00,24.24,0.12,25.0,0.14,24.1
2025-07-08 15:15:00,24.46,0.13,25.0,0.14,24.6
2025-07-08 15:30:00,24.73,0.12,24.6,0.14,24.8
2025-07-08 15:45:00,24.98,0.12,24.4,0.14,25.0
2025-07-08 16:00:00,24.44,0.12,24.0,0.14,25.2
2025-07-08 16:15:00,24.34,0.12,24.0,0.14,25.2
2025-07-08 16:30:00,26.00,0.12,23.8,0.14,25.3
2025-07-08 16:45:00,25.80,0.12,23.6,0.14,25.4
2025-07-08 17:00:00,25.53,0.12,23.7,0.14,25.6
