0,1,2,3,4,5
2025-07-01 12:45:00,27.26,0.16,0.28,28.4,34.8
2025-07-01 13:00:00,27.42,0.16,0.27,28.8,35.8
2025-07-01 13:15:00,27.42,0.15,0.27,29.2,36.3
2025-07-01 13:30:00,27.71,0.16,0.28,29.9,37.0
2025-07-01 13:45:00,27.73,0.16,0.27,30.3,36.7
2025-07-01 14:00:00,28.03,0.16,0.28,30.7,37.7
2025-07-01 14:15:00,28.32,0.16,0.28,31.4,38.4
2025-07-01 14:30:00,28.80,0.16,0.28,31.7,38.9
2025-07-01 14:45:00,28.69,0.15,0.28,32.2,39.3
2025-07-01 15:00:00,28.39,0.16,0.28,32.5,39.5
2025-07-01 15:15:00,28.62,0.16,0.28,32.9,39.8
2025-07-01 15:30:00,28.16,0.16,0.28,33.0,40.3
2025-07-01 15:45:00,28.45,0.16,0.28,33.1,39.3
2025-07-01 16:00:00,28.66,0.16,0.27,33.1,39.1
2025-07-01 16:15:00,27.56,0.15,0.28,32.9,37.1
2025-07-01 16:30:00,27.66,0.16,0.28,32.3,36.1
2025-07-01 16:45:00,28.74,0.16,0.27,32.2,37.8
2025-07-01 17:00:00,28.74,0.16,0.28,32.3,38.7
2025-07-01 17:15:00,28.17,0.15,0.28,32.3,38.7
2025-07-01 17:30:00,29.02,0.15,0.27,32.3,38.8
2025-07-01 17:45:00,29.11,0.15,0.28,32.2,38.8
2025-07-01 18:00:00,29.51,0.15,0.27,32.0,38.7
2025-07-01 18:15:00,29.87,0.15,0.28,31.8,38.4
2025-07-01 18:30:00,29.82,0.15,0.28,31.6,37.6
2025-07-01 18:45:00,29.30,0.15,0.27,31.3,37.1
2025-07-01 19:00:00,29.85,0.15,0.28,30.9,36.4
2025-07-01 19:15:00,29.75,0.15,0.27,30.7,35.6
2025-07-01 19:30:00,29.54,0.15,0.27,30.3,34.2
2025-07-01 19:45:00,29.13,0.15,0.27,30.0,33.1
2025-07-01 20:00:00,28.42,0.15,0.28,29.7,31.9
2025-07-01 20:15:00,28.49,0.15,0.27,29.4,30.9
2025-07-01 20:30:00,27.85,0.15,0.27,29.1,30.2
2025-07-01 20:45:00,26.42,0.15,0.27,28.7,29.4
2025-07-01 21:00:00,25.55,0.15,0.27,28.3,28.7
2025-07-01 21:15:00,24.92,0.15,0.27,27.9,28.0
2025-07-01 21:30:00,24.88,0.15,0.27,27.7,27.5
2025-07-01 21:45:00,23.99,0.15,0.27,27.4,26.4
2025-07-01 22:00:00,21.30,0.15,0.27,26.9,24.6
2025-07-01 22:15:00,18.27,0.15,0.27,26.3,23.2
2025-07-01 22:30:00,17.71,0.15,0.27,25.8,22.6
2025-07-01 22:45:00,17.54,0.15,0.27,25.3,22.0
2025-07-01 23:00:00,17.14,0.15,0.27,24.7,21.8
2025-07-01 23:15:00,17.30,0.15,0.27,24.2,21.6
2025-07-01 23:30:00,17.26,0.15,0.27,23.9,21.4
2025-07-01 23:45:00,17.17,0.15,0.27,23.6,21.1
2025-07-02 00:00:00,17.14,0.14,0.26,23.3,20.8
2025-07-02 00:15:00,16.84,0.14,0.27,23.0,20.6
2025-07-02 00:30:00,16.78,0.15,0.27,22.7,20.3
2025-07-02 00:45:00,16.83,0.15,0.27,22.4,20.0
2025-07-02 01:00:00,17.06,0.14,0.27,22.1,19.8
2025-07-02 01:15:00,16.98,0.15,0.27,21.9,19.7
2025-07-02 01:30:00,16.91,0.15,0.27,21.8,19.5
2025-07-02 01:45:00,16.67,0.15,0.27,21.6,19.4
2025-07-02 02:00:00,16.55,0.15,0.26,21.4,19.1
2025-07-02 02:15:00,16.52,0.15,0.26,21.2,19.0
2025-07-02 02:30:00,16.40,0.15,0.26,21.1,19.0
2025-07-02 02:45:00,16.40,0.15,0.27,21.0,18.9
2025-07-02 03:00:00,16.36,0.14,0.26,20.9,18.9
2025-07-02 03:15:00,16.19,0.15,0.26,20.8,18.7
2025-07-02 03:30:00,15.93,0.14,0.26,20.7,18.6
2025-07-02 03:45:00,15.72,0.14,0.26,20.6,18.3
2025-07-02 04:00:00,15.48,0.15,0.26,20.4,18.0
2025-07-02 04:15:00,15.48,0.15,0.26,20.2,18.0
2025-07-02 04:30:00,15.60,0.15,0.26,20.2,18.1
2025-07-02 04:45:00,15.81,0.14,0.26,20.1,18.1
2025-07-02 05:00:00,15.91,0.14,0.26,20.0,18.1
2025-07-02 05:15:00,15.61,0.14,0.26,20.0,17.9
2025-07-02 05:30:00,15.46,0.14,0.26,19.8,17.9
2025-07-02 05:45:00,15.26,0.14,0.27,19.8,17.6
2025-07-02 06:00:00,15.35,0.14,0.26,19.6,17.4
2025-07-02 06:15:00,15.21,0.15,0.26,19.6,17.4
2025-07-02 06:30:00,16.09,0.15,0.26,19.4,17.4
2025-07-02 06:45:00,17.41,0.14,0.26,19.4,17.6
2025-07-02 07:00:00,17.74,0.14,0.26,19.4,17.9
2025-07-02 07:15:00,17.67,0.15,0.26,19.5,18.3
2025-07-02 07:30:00,17.71,0.15,0.26,19.6,18.8
2025-07-02 07:45:00,18.11,0.15,0.26,19.8,19.2
2025-07-02 08:00:00,18.59,0.15,0.26,19.8,20.0
2025-07-02 08:15:00,20.10,0.15,0.26,20.0,20.7
2025-07-02 08:30:00,21.23,0.15,0.26,20.2,21.2
2025-07-02 08:45:00,21.40,0.15,0.27,20.4,22.1
2025-07-02 09:00:00,21.62,0.15,0.27,20.8,22.9
2025-07-02 09:15:00,21.08,0.15,0.27,21.2,23.5
2025-07-02 09:30:00,22.45,0.15,0.27,21.6,24.0
2025-07-02 09:45:00,23.14,0.15,0.27,22.0,24.9
2025-07-02 10:00:00,24.23,0.15,0.26,22.5,25.7
2025-07-02 10:15:00,24.39,0.15,0.27,23.0,26.1
2025-07-02 10:30:00,25.05,0.15,0.27,23.3,26.7
2025-07-02 10:45:00,25.55,0.15,0.27,23.9,27.2
2025-07-02 11:00:00,25.87,0.15,0.27,24.3,27.9
2025-07-02 11:15:00,26.53,0.15,0.27,24.9,28.5
2025-07-02 11:30:00,26.87,0.15,0.27,25.3,29.3
2025-07-02 11:45:00,27.19,0.15,0.27,25.9,30.1
2025-07-02 12:00:00,27.15,0.15,0.27,26.4,30.8
2025-07-02 12:15:00,26.54,0.16,0.27,26.9,31.3
2025-07-02 12:30:00,26.48,0.16,0.27,27.4,32.1
2025-07-02 12:45:00,26.29,0.15,0.27,27.9,32.5
2025-07-02 13:00:00,26.57,0.16,0.27,28.2,33.3
2025-07-02 13:15:00,26.81,0.16,0.28,28.7,34.0
2025-07-02 13:30:00,26.76,0.16,0.27,29.2,34.5
2025-07-02 13:45:00,26.86,0.16,0.27,29.7,35.1
2025-07-02 14:00:00,26.87,0.16,0.27,30.1,35.6
2025-07-02 14:15:00,26.84,0.16,0.28,30.4,36.0
2025-07-02 14:30:00,27.04,0.16,0.27,31.0,36.3
2025-07-02 14:45:00,27.05,0.16,0.27,31.3,36.7
2025-07-02 15:00:00,27.14,0.16,0.27,31.5,37.1
2025-07-02 15:15:00,27.16,0.16,0.28,31.8,37.4
2025-07-02 15:30:00,27.23,0.16,0.27,32.3,37.8
2025-07-02 15:45:00,27.30,0.16,0.28,32.5,37.8
2025-07-02 16:00:00,27.60,0.16,0.28,32.5,37.8
2025-07-02 16:15:00,27.50,0.16,0.27,32.3,37.8
2025-07-02 16:30:00,27.43,0.16,0.27,32.3,37.8
2025-07-02 16:45:00,27.34,0.16,0.28,32.4,37.7
2025-07-02 17:00:00,27.16,0.16,0.27,32.2,37.5
2025-07-02 17:15:00,27.26,0.16,0.28,31.9,37.4
2025-07-02 17:30:00,27.30,0.16,0.27,31.7,37.1
2025-07-02 17:45:00,27.39,0.16,0.28,31.5,36.8
2025-07-02 18:00:00,27.22,0.16,0.27,31.3,36.4
2025-07-02 18:15:00,27.16,0.16,0.28,31.0,35.8
2025-07-02 18:30:00,27.14,0.16,0.28,30.6,35.5
2025-07-02 18:45:00,26.95,0.16,0.28,30.2,34.8
2025-07-02 19:00:00,26.88,0.16,0.27,29.8,34.2
2025-07-02 19:15:00,26.70,0.16,0.27,29.6,33.2
2025-07-02 19:30:00,26.54,0.16,0.27,29.2,32.2
2025-07-02 19:45:00,26.12,0.15,0.27,28.9,31.2
2025-07-02 20:00:00,26.10,0.15,0.27,28.5,30.4
2025-07-02 20:15:00,26.17,0.15,0.27,28.2,29.3
2025-07-02 20:30:00,25.91,0.15,0.27,27.9,28.5
2025-07-02 20:45:00,25.44,0.15,0.27,27.6,27.7
2025-07-02 21:00:00,24.19,0.15,0.27,27.3,26.8
2025-07-02 21:15:00,23.80,0.15,0.27,26.8,26.0
2025-07-02 21:30:00,22.82,0.15,0.27,26.5,25.3
2025-07-02 21:45:00,20.90,0.15,0.27,26.1,24.5
2025-07-02 22:00:00,19.27,0.15,0.27,25.6,23.8
2025-07-02 22:15:00,18.40,0.15,0.27,25.2,23.1
2025-07-02 22:30:00,17.63,0.15,0.27,24.8,22.6
2025-07-02 22:45:00,17.14,0.15,0.27,24.5,22.1
2025-07-02 23:00:00,16.94,0.15,0.27,24.1,21.8
2025-07-02 23:15:00,17.37,0.15,0.27,23.8,21.4
2025-07-02 23:30:00,16.63,0.15,0.27,23.5,21.0
2025-07-02 23:45:00,16.08,0.15,0.27,23.3,20.7
2025-07-03 00:00:00,15.80,0.15,0.27,23.0,20.3
2025-07-03 00:15:00,15.33,0.15,0.27,22.7,20.1
2025-07-03 00:30:00,15.29,0.15,0.27,22.4,19.8
2025-07-03 00:45:00,15.35,0.15,0.26,22.2,19.6
2025-07-03 01:00:00,15.27,0.15,0.27,22.0,19.1
2025-07-03 01:15:00,15.45,0.15,0.26,21.8,19.0
2025-07-03 01:30:00,14.70,0.15,0.27,21.6,18.8
2025-07-03 01:45:00,14.21,0.15,0.27,21.4,18.6
2025-07-03 02:00:00,13.93,0.15,0.26,21.2,18.3
2025-07-03 02:15:00,13.74,0.15,0.26,21.0,18.0
2025-07-03 02:30:00,13.44,0.15,0.26,20.8,17.8
2025-07-03 02:45:00,12.84,0.15,0.26,20.6,17.4
2025-07-03 03:00:00,13.15,0.15,0.26,20.4,17.3
2025-07-03 03:15:00,13.27,0.15,0.26,20.2,17.1
2025-07-03 03:30:00,13.16,0.15,0.26,20.0,16.9
2025-07-03 03:45:00,12.89,0.14,0.26,19.8,16.7
2025-07-03 04:00:00,12.41,0.14,0.26,19.6,16.4
2025-07-03 04:15:00,12.65,0.15,0.26,19.5,16.3
2025-07-03 04:30:00,12.79,0.15,0.26,19.3,16.4
2025-07-03 04:45:00,12.79,0.14,0.26,19.2,16.3
2025-07-03 05:00:00,13.16,0.14,0.26,19.1,16.3
2025-07-03 05:15:00,12.84,0.14,0.26,19.1,16.2
2025-07-03 05:30:00,12.67,0.14,0.26,18.9,16.0
2025-07-03 05:45:00,12.76,0.14,0.26,18.9,16.0
2025-07-03 06:00:00,12.57,0.15,0.26,18.7,15.9
2025-07-03 06:15:00,12.99,0.14,0.26,18.7,16.2
2025-07-03 06:30:00,14.24,0.14,0.26,18.7,16.3
2025-07-03 06:45:00,14.98,0.14,0.26,18.7,16.6
2025-07-03 07:00:00,15.78,0.14,0.26,18.7,16.9
2025-07-03 07:15:00,16.65,0.15,0.26,18.7,17.4
2025-07-03 07:30:00,18.19,0.14,0.26,18.8,18.2
2025-07-03 07:45:00,19.43,0.15,0.26,18.9,19.0
2025-07-03 08:00:00,20.40,0.14,0.26,19.2,19.8
2025-07-03 08:30:00,21.40,0.15,0.26,19.6,21.3
2025-07-03 08:45:00,22.03,0.15,0.26,19.8,22.1
2025-07-03 09:00:00,22.72,0.14,0.26,20.2,23.0
2025-07-03 09:15:00,23.23,0.15,0.26,20.6,23.5
2025-07-03 09:30:00,23.49,0.15,0.27,21.0,24.0
2025-07-03 09:45:00,24.28,0.15,0.26,21.4,25.2
2025-07-03 10:00:00,25.35,0.15,0.26,22.0,26.4
2025-07-03 10:15:00,25.88,0.15,0.26,22.7,27.1
2025-07-03 10:30:00,26.34,0.15,0.27,23.3,28.0
2025-07-03 10:45:00,26.76,0.15,0.27,23.9,28.7
2025-07-03 11:00:00,26.90,0.15,0.27,24.4,29.0
2025-07-03 11:15:00,27.26,0.15,0.27,25.0,29.5
2025-07-03 11:30:00,27.86,0.15,0.27,25.2,30.5
2025-07-03 11:45:00,28.17,0.15,0.27,25.8,31.1
2025-07-03 12:00:00,28.19,0.15,0.27,26.4,31.4
2025-07-03 12:15:00,27.55,0.15,0.27,26.5,31.0
2025-07-03 12:30:00,28.35,0.15,0.27,26.8,31.5
2025-07-03 12:45:00,28.77,0.15,0.27,27.0,31.9
2025-07-03 13:00:00,29.04,0.15,0.27,27.1,32.6
2025-07-03 13:15:00,29.52,0.16,0.27,27.7,33.1
2025-07-03 13:30:00,28.85,0.15,0.27,27.9,32.3
2025-07-03 13:45:00,28.59,0.15,0.27,27.8,32.3
2025-07-03 14:00:00,29.24,0.15,0.27,28.2,33.1
2025-07-03 14:15:00,29.16,0.16,0.27,28.2,33.5
2025-07-03 14:30:00,29.94,0.15,0.27,28.8,34.7
2025-07-03 14:45:00,29.79,0.16,0.27,29.0,34.3
2025-07-03 15:00:00,30.56,0.16,0.27,29.4,34.7
2025-07-03 15:15:00,30.23,0.16,0.27,29.4,34.4
2025-07-03 15:30:00,30.26,0.16,0.27,29.5,34.3
2025-07-03 15:45:00,29.65,0.15,0.27,29.3,33.1
2025-07-03 16:00:00,29.27,0.16,0.27,29.0,32.2
2025-07-03 16:15:00,29.71,0.15,0.27,28.9,32.4
2025-07-03 16:30:00,30.01,0.15,0.27,28.8,32.7
2025-07-03 16:45:00,30.40,0.15,0.27,29.1,33.1
2025-07-03 17:00:00,31.75,0.16,0.27,29.2,35.1
2025-07-03 17:15:00,31.79,0.16,0.27,29.4,35.6
2025-07-03 17:30:00,31.42,0.16,0.27,29.6,35.1
2025-07-03 17:45:00,30.83,0.15,0.27,29.5,34.4
2025-07-03 18:00:00,31.18,0.16,0.27,29.5,34.7
2025-07-03 18:15:00,31.54,0.16,0.27,29.5,35.1
2025-07-03 18:30:00,31.41,0.16,0.27,29.5,34.8
2025-07-03 18:45:00,31.11,0.15,0.27,29.3,34.4
2025-07-03 19:00:00,30.97,0.15,0.27,29.2,34.0
2025-07-03 19:15:00,30.83,0.15,0.27,29.1,33.2
2025-07-03 19:30:00,30.64,0.15,0.27,28.8,32.4
2025-07-03 19:45:00,29.99,0.15,0.27,28.6,31.3
2025-07-03 20:00:00,28.73,0.15,0.27,28.4,30.3
2025-07-03 20:15:00,28.15,0.15,0.27,28.1,29.6
2025-07-03 20:30:00,27.75,0.15,0.27,27.8,29.0
2025-07-03 20:45:00,27.31,0.15,0.27,27.6,28.4
2025-07-03 21:00:00,26.99,0.15,0.27,27.3,28.0
2025-07-03 21:15:00,26.66,0.15,0.27,27.3,27.7
2025-07-03 21:30:00,26.40,0.15,0.27,27.0,27.3
2025-07-03 21:45:00,26.13,0.15,0.27,26.7,27.0
2025-07-03 22:00:00,25.81,0.15,0.27,26.5,26.6
2025-07-03 22:15:00,25.52,0.15,0.27,26.3,26.3
2025-07-03 22:30:00,25.27,0.15,0.27,26.2,26.1
2025-07-03 22:45:00,24.92,0.15,0.27,26.0,25.9
2025-07-03 23:00:00,24.93,0.15,0.27,25.8,25.8
2025-07-03 23:15:00,25.02,0.15,0.27,25.7,25.5
2025-07-03 23:30:00,24.87,0.15,0.27,25.5,25.4
2025-07-03 23:45:00,24.57,0.15,0.27,25.4,25.0
2025-07-04 00:00:00,24.07,0.15,0.27,25.3,24.6
2025-07-04 00:15:00,23.76,0.15,0.27,25.2,24.4
2025-07-04 00:30:00,23.48,0.15,0.27,25.0,24.3
2025-07-04 00:45:00,23.52,0.15,0.27,24.8,24.2
2025-07-04 01:00:00,23.82,0.15,0.27,24.8,24.2
2025-07-04 01:15:00,23.74,0.15,0.27,24.7,23.9
2025-07-04 01:30:00,23.85,0.15,0.27,24.6,23.6
2025-07-04 01:45:00,22.83,0.15,0.27,24.4,23.4
2025-07-04 02:00:00,21.22,0.15,0.27,24.2,22.7
2025-07-04 02:15:00,20.91,0.15,0.27,23.9,22.3
2025-07-04 02:30:00,20.69,0.15,0.27,23.6,22.0
2025-07-04 02:45:00,20.56,0.15,0.27,23.5,21.8
2025-07-04 03:00:00,21.18,0.15,0.27,23.4,21.8
2025-07-04 03:15:00,20.95,0.15,0.26,23.2,21.6
2025-07-04 03:30:00,20.57,0.15,0.26,22.9,21.4
2025-07-04 03:45:00,20.14,0.15,0.26,22.7,21.2
2025-07-04 04:00:00,19.81,0.15,0.27,22.5,21.0
2025-07-04 04:15:00,19.83,0.15,0.26,22.5,20.8
2025-07-04 04:30:00,19.71,0.15,0.26,22.3,20.8
2025-07-04 04:45:00,19.74,0.15,0.27,22.1,20.8
2025-07-04 05:00:00,19.76,0.15,0.26,22.0,20.6
2025-07-04 05:15:00,19.63,0.15,0.26,22.0,20.6
2025-07-04 05:30:00,19.63,0.15,0.26,21.8,20.5
2025-07-04 05:45:00,20.05,0.15,0.26,21.8,20.4
2025-07-04 06:00:00,20.15,0.15,0.27,21.7,20.4
2025-07-04 06:15:00,19.76,0.15,0.26,21.6,20.4
2025-07-04 06:30:00,19.91,0.15,0.26,21.6,20.4
2025-07-04 06:45:00,20.63,0.14,0.26,21.6,20.6
2025-07-04 07:00:00,20.76,0.15,0.26,21.6,20.6
2025-07-04 07:15:00,20.90,0.15,0.26,21.6,20.7
2025-07-04 07:30:00,21.07,0.15,0.26,21.7,20.8
2025-07-04 07:45:00,21.49,0.15,0.26,21.7,20.8
2025-07-04 08:00:00,21.83,0.15,0.26,21.7,21.1
2025-07-04 08:15:00,22.02,0.15,0.26,21.8,21.4
2025-07-04 08:30:00,22.93,0.15,0.26,21.9,21.9
2025-07-04 08:45:00,23.39,0.15,0.26,22.1,22.6
2025-07-04 09:00:00,24.23,0.15,0.26,22.4,23.6
2025-07-04 09:15:00,25.47,0.15,0.26,22.9,25.1
2025-07-04 09:30:00,25.01,0.15,0.26,23.3,25.5
2025-07-04 09:45:00,24.29,0.15,0.26,23.5,25.0
2025-07-04 10:00:00,24.38,0.15,0.27,23.6,25.5
2025-07-04 10:15:00,25.29,0.15,0.27,24.0,26.3
2025-07-04 10:30:00,25.12,0.15,0.27,24.2,26.2
2025-07-04 10:45:00,25.35,0.15,0.26,24.3,26.3
2025-07-04 11:00:00,26.13,0.15,0.27,24.5,27.0
2025-07-04 11:15:00,27.77,0.15,0.27,25.1,28.6
2025-07-04 11:30:00,28.27,0.15,0.27,25.6,29.9
2025-07-04 11:45:00,28.29,0.15,0.27,26.4,30.9
2025-07-04 12:00:00,28.84,0.15,0.27,27.1,32.0
2025-07-04 12:15:00,28.49,0.15,0.27,27.6,32.5
2025-07-04 12:30:00,29.07,0.15,0.27,28.3,33.4
2025-07-04 12:45:00,29.40,0.15,0.27,28.8,34.2
2025-07-04 13:00:00,29.73,0.15,0.27,29.0,34.5
2025-07-04 13:15:00,30.30,0.16,0.27,29.7,35.5
2025-07-04 13:30:00,31.13,0.16,0.27,30.5,36.8
2025-07-04 13:45:00,31.40,0.16,0.27,31.0,37.1
2025-07-04 14:00:00,30.57,0.16,0.27,31.0,36.0
2025-07-04 14:15:00,30.88,0.16,0.27,31.0,36.2
2025-07-04 14:30:00,30.07,0.16,0.27,31.1,35.1
2025-07-04 14:45:00,29.90,0.16,0.27,30.9,34.7
2025-07-04 15:00:00,30.18,0.16,0.27,30.8,34.7
2025-07-04 15:15:00,30.32,0.15,0.27,30.5,34.5
2025-07-04 15:30:00,30.48,0.16,0.27,30.7,34.5
2025-07-04 15:45:00,30.67,0.16,0.27,30.8,34.5
2025-07-04 16:00:00,31.22,0.15,0.27,30.8,35.5
2025-07-04 16:15:00,31.59,0.16,0.27,31.1,36.1
2025-07-04 16:30:00,31.81,0.15,0.27,31.3,36.8
2025-07-04 16:45:00,32.22,0.16,0.27,31.5,37.9
2025-07-04 17:00:00,32.06,0.16,0.27,31.8,38.6
2025-07-04 17:15:00,31.96,0.15,0.28,31.8,38.7
2025-07-04 17:30:00,32.36,0.16,0.27,32.2,39.3
2025-07-04 17:45:00,32.11,0.16,0.27,32.3,39.1
2025-07-04 18:00:00,30.72,0.16,0.28,32.2,38.5
2025-07-04 18:15:00,30.17,0.16,0.27,32.1,37.5
2025-07-04 18:30:00,29.29,0.16,0.27,31.7,36.8
2025-07-04 18:45:00,28.94,0.16,0.27,31.4,35.7
2025-07-04 19:00:00,27.67,0.15,0.28,30.9,33.7
2025-07-04 19:15:00,26.89,0.15,0.27,30.3,32.2
2025-07-04 19:30:00,26.31,0.15,0.27,30.0,31.2
2025-07-04 19:45:00,25.97,0.15,0.27,29.5,30.4
2025-07-04 20:00:00,26.05,0.15,0.27,29.1,30.0
2025-07-04 20:15:00,26.54,0.15,0.27,28.9,29.8
2025-07-04 20:30:00,26.44,0.15,0.27,28.6,29.6
2025-07-04 20:45:00,26.10,0.15,0.27,28.3,29.2
2025-07-04 21:00:00,25.94,0.15,0.27,28.1,28.8
2025-07-04 21:15:00,26.05,0.15,0.27,27.9,28.3
2025-07-04 21:30:00,25.75,0.15,0.27,27.8,27.9
2025-07-04 21:45:00,25.56,0.15,0.27,27.5,27.5
2025-07-04 22:00:00,25.30,0.15,0.27,27.2,27.1
2025-07-04 22:15:00,24.78,0.15,0.27,26.9,26.7
2025-07-04 22:30:00,24.25,0.15,0.27,26.7,26.4
2025-07-04 22:45:00,23.92,0.15,0.27,26.4,26.2
2025-07-04 23:00:00,23.71,0.15,0.27,26.2,25.5
2025-07-04 23:15:00,23.92,0.15,0.27,26.0,25.3
2025-07-04 23:30:00,23.71,0.15,0.27,25.7,25.1
2025-07-04 23:45:00,23.40,0.15,0.27,25.5,24.9
2025-07-05 00:00:00,23.38,0.15,0.27,25.3,24.7
2025-07-05 00:15:00,23.33,0.15,0.27,25.0,24.2
2025-07-05 00:30:00,23.04,0.15,0.26,24.9,23.9
2025-07-05 00:45:00,22.71,0.15,0.27,24.7,23.6
2025-07-05 01:00:00,21.84,0.15,0.27,24.4,23.3
2025-07-05 01:15:00,21.14,0.15,0.27,24.3,23.0
2025-07-05 01:30:00,21.01,0.15,0.27,24.2,22.7
2025-07-05 01:45:00,20.60,0.15,0.27,23.9,22.6
2025-07-05 02:00:00,20.12,0.15,0.26,23.7,22.0
2025-07-05 02:15:00,19.65,0.15,0.26,23.5,21.8
2025-07-05 02:30:00,19.40,0.15,0.26,23.3,21.4
2025-07-05 02:45:00,19.36,0.15,0.27,23.0,21.2
2025-07-05 03:00:00,19.28,0.14,0.26,22.9,21.2
2025-07-05 03:15:00,19.30,0.14,0.27,22.7,20.8
2025-07-05 03:30:00,19.03,0.14,0.27,22.5,20.6
2025-07-05 03:45:00,18.61,0.15,0.26,22.3,20.2
2025-07-05 04:00:00,18.48,0.15,0.26,22.1,20.2
2025-07-05 04:15:00,17.97,0.15,0.26,22.0,19.9
